id,region,year,organization,category,title_ja,title_en,language,url,landing_url,doi,notes
aha-2014-fetal-cardiac-disease,US,2014,AHA,胎児,胎児心疾患の診断と治療（AHA科学声明）,Diagnosis and Treatment of Fetal Cardiac Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/01.cir.0000437597.44550.5d,https://www.ahajournals.org/doi/10.1161/01.cir.0000437597.44550.5d,10.1161/01.cir.0000437597.44550.5d,Donofrio MT et al. Circulation 2014;129:2183-2242.
aap-2014-palivizumab-guidance,US,2014,AAP,薬物療法,パリビズマブ予防投与に関する更新ガイダンス（AAP方針声明；血行動態的に有意な心疾患を含む）,Updated Guidance for Palivizumab Prophylaxis Among Infants and Young Children at Increased Risk of Hospitalization for Respiratory Syncytial Virus Infection (AAP Policy Statement),en,https://partnersforkids.org/wp-content/uploads/2022/10/AAP-guidelines-RSV-prophylaxis.pdf,https://publications.aap.org/pediatrics/article/134/2/415/33013/,10.1542/peds.2014-1665,Pediatrics 2014;134:415-420 (policy) with technical report 10.1542/peds.2014-1666 (mirror PDF above is the technical report). Updated 2023: 10.1542/peds.2023-061803.
aha-2013-thrombosis-pediatric-chd,US,2013,AHA,薬物療法,小児および先天性心疾患における血栓症の予防と治療（AHA科学声明）,Prevention and Treatment of Thrombosis in Pediatric and Congenital Heart Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/01.cir.0000436140.77832.7a,https://www.ahajournals.org/doi/10.1161/01.cir.0000436140.77832.7a,10.1161/01.cir.0000436140.77832.7a,Giglia TM et al. Circulation 2013;128:2622-2703.
aha-2008-adhd-medication-monitoring,US,2008,AHA (with AAP clarification 2008),薬物療法,ADHD治療薬を投与される心疾患をもつ小児・思春期の心血管モニタリング（AHA科学声明）,Cardiovascular Monitoring of Children and Adolescents With Heart Disease Receiving Medications for Attention Deficit/Hyperactivity Disorder: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIRCULATIONAHA.107.189473,https://www.ahajournals.org/doi/10.1161/CIRCULATIONAHA.107.189473,10.1161/CIRCULATIONAHA.107.189473,Vetter VL et al. Circulation 2008;117:2407-2423. See AAP/AHA joint clarification (May 2008).
aha-2023-perioperative-noncardiac-procedures,US,2023,AHA,術後管理・遠隔期,非心臓手術・処置を受ける先天性心疾患小児の周術期の考慮（AHA科学声明）,Perioperative Considerations for Pediatric Patients With Congenital Heart Disease Presenting for Noncardiac Procedures: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/HCQ.0000000000000113,https://www.ahajournals.org/doi/10.1161/HCQ.0000000000000113,10.1161/HCQ.0000000000000113,"Circulation: Cardiovascular Quality and Outcomes 2023. Year from DOI sequence (adjacent to HCQ.114, 2023) - verify."
aha-2020-interstage-home-monitoring,US,2020,AHA,術後管理・遠隔期,単心室疾患乳児の段階間在宅モニタリング：教育と管理（AHA科学声明）,Interstage Home Monitoring for Infants With Single Ventricle Heart Disease: Education and Management: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.119.014548,https://www.ahajournals.org/doi/10.1161/JAHA.119.014548,10.1161/JAHA.119.014548,Rudd NA et al. JAHA 2020;9:e014548 (open access).
aha-2019-fontan,US,2019,AHA,術後管理・遠隔期,Fontan循環の小児・成人の評価と管理（AHA科学声明）,Evaluation and Management of the Child and Adult With Fontan Circulation: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000696,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000696,10.1161/CIR.0000000000000696,Rychik J et al. Circulation 2019;140:e234-e284.
aha-2018-cpr-children-cardiac-disease,US,2018,AHA,術後管理・遠隔期,心疾患をもつ乳幼児・小児の心肺蘇生（AHA科学声明）,Cardiopulmonary Resuscitation in Infants and Children With Cardiac Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000524,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000524,10.1161/CIR.0000000000000524,Marino BS et al. Circulation 2018;137:e691-e782.
aap-2025-cchd-screening-clinical-report,US,2025,AAP,診断・画像,新生児重症先天性心疾患スクリーニング：新アルゴリズムと更新推奨（AAP臨床報告）,Newborn Screening for Critical Congenital Heart Disease: A New Algorithm and Other Updated Recommendations: Clinical Report,en,https://publications.aap.org/pediatrics/article/155/1/e2024069667/200337/,https://publications.aap.org/pediatrics/article/155/1/e2024069667/200337/,10.1542/peds.2024-069667,Pediatrics 2025;155(1):e2024069667. Found via search; direct PDF path not captured.
ase-2024-pediatric-tte,US,2024,ASE,診断・画像,小児経胸壁心エコー包括的検査ガイドライン（ASE 2024）,Guidelines for Performing a Comprehensive Pediatric Transthoracic Echocardiogram: Recommendations From the American Society of Echocardiography,en,https://onlinejase.com/article/S0894-7317(23)00622-3/pdf,https://onlinejase.com/article/S0894-7317(23)00622-3/fulltext,10.1016/j.echo.2023.11.015,Lopez L et al. JASE 2024;37:119-170. Replaces 2006 pediatric echo and 2010 quantification guidelines. Also co-published in JCVA.
acc-2020-auc-multimodality-imaging-chd,US,2020,"ACC (with AHA, ASE, HRS, ISACHD, SCAI, SCCT, SCMR, SOPE)",診断・画像,先天性心疾患フォローアップにおけるマルチモダリティ画像の適正使用基準（2020）,ACC/AHA/ASE/HRS/ISACHD/SCAI/SCCT/SCMR/SOPE 2020 Appropriate Use Criteria for Multimodality Imaging During the Follow-Up Care of Patients With Congenital Heart Disease,en,https://www.jacc.org/doi/pdf/10.1016/j.jacc.2019.10.002,https://www.jacc.org/doi/10.1016/j.jacc.2019.10.002,10.1016/j.jacc.2019.10.002,Sachdeva R et al. JACC 2020;75:657-703.
aap-2020-cchd-pulse-oximetry-update,US,2020,AAP,診断・画像,重症先天性心疾患パルスオキシメトリスクリーニング戦略の更新（AAP 2020）,Updated Strategies for Pulse Oximetry Screening for Critical Congenital Heart Disease,en,https://www.hhs.nd.gov/sites/www/files/documents/DOH%20Legacy/peds_20191650.pdf,https://publications.aap.org/pediatrics/article/146/1/e20191650/77026/,10.1542/peds.2019-1650,Martin GR et al. Pediatrics 2020;146:e20191650. Modified algorithm (>=95% in both extremities; single repeat).
ase-2019-tee-children-chd,US,2019,ASE,診断・画像,小児および先天性心疾患患者の包括的経食道心エコー検査ガイドライン（ASE）,Guidelines for Performing a Comprehensive Transesophageal Echocardiographic Examination in Children and All Patients with Congenital Heart Disease: Recommendations from the ASE,en,https://www.asecho.org/wp-content/uploads/2019/02/TEE-Ped-and-CHD.pdf,https://www.asecho.org/guideline/comprehensive-tee-in-children-and-chd/,10.1016/j.echo.2018.08.016,Puchalski MD et al. JASE 2019;32:173-215.
ase-eacvi-2017-3d-echo-chd,US,2017,ASE/EACVI,診断・画像,先天性心疾患における3D心エコー（EACVI/ASE専門家コンセンサス）,Three-dimensional Echocardiography in Congenital Heart Disease: An Expert Consensus Document from the EACVI and the ASE,en,https://www.asecho.org/wp-content/uploads/2025/04/3D-Echo-in-CHD-3.pdf,https://www.asecho.org/guideline/three-dimensional-echocardiography-in-congenital-heart-disease/,10.1016/j.echo.2016.08.022,Simpson J et al. JASE 2017;30:1-27. Joint US/European document.
ase-2016-tga-imaging,US,2016,ASE/SCMR/SCCT,診断・画像,大血管転位症のマルチモダリティ画像ガイドライン（ASE/SCMR/SCCT）,Multimodality Imaging Guidelines of Patients with Transposition of the Great Arteries: A Report from the ASE developed in collaboration with SCMR and SCCT,en,https://www.asecho.org/wp-content/uploads/2016/06/2016_Transposition-of-Great-Arteries.pdf,https://www.asecho.org/guideline/tga-multimodality-imaging/,10.1016/j.echo.2016.04.002,Cohen MS et al. JASE 2016;29:571-621.
ase-2014-repaired-tof-imaging,US,2014,ASE/SCMR/SPR,診断・画像,修復後ファロー四徴症のマルチモダリティ画像ガイドライン（ASE/SCMR/SPR）,"Multimodality Imaging Guidelines for Patients with Repaired Tetralogy of Fallot: A Report from the ASE, developed in collaboration with SCMR and SPR",en,https://asecho.org/wp-content/uploads/2014/01/RepairedTOF_Feb2014.pdf,https://www.sciencedirect.com/science/article/pii/S0894731713008766,10.1016/j.echo.2013.11.009,Valente AM et al. JASE 2014;27:111-141.
acc-2014-auc-initial-pediatric-echo,US,2014,"ACC (with AAP, AHA, ASE, HRS, SCAI, SCCT, SCMR, SOPE)",診断・画像,外来小児循環器における初回経胸壁心エコーの適正使用基準（2014）,ACC/AAP/AHA/ASE/HRS/SCAI/SCCT/SCMR/SOPE 2014 Appropriate Use Criteria for Initial Transthoracic Echocardiography in Outpatient Pediatric Cardiology,en,https://www.jacc.org/doi/pdf/10.1016/j.jacc.2014.08.003,https://www.jacc.org/doi/10.1016/j.jacc.2014.08.003,10.1016/j.jacc.2014.08.003,Campbell RM et al. JACC 2014;64:2039-2060; co-published JASE 10.1016/j.echo.2014.10.002.
scmr-2013-cmr-chd-protocols,US,2013,SCMR,診断・画像,先天性心疾患の小児・成人における心臓MRIガイドラインとプロトコル（SCMR）,Guidelines and protocols for cardiovascular magnetic resonance in children and adults with congenital heart disease: SCMR expert consensus group on congenital heart disease,en,https://jcmr-online.biomedcentral.com/counter/pdf/10.1186/1532-429X-15-51.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC3686659/,10.1186/1532-429X-15-51,Fratz S et al. J Cardiovasc Magn Reson 2013;15:51. Open access (BMC/PMC).
aap-2011-cchd-screening-strategies,US,2011,"AAP (with AHA, ACCF, HHS/SACHDNC work group)",診断・画像,重症先天性心疾患スクリーニング実施戦略（AAP/AHA/ACCF/HRSA作業部会）,Strategies for Implementing Screening for Critical Congenital Heart Disease,en,https://health.wyo.gov/wp-content/uploads/2017/07/aap-strategies-for-implementing.pdf,https://publications.aap.org/pediatrics/article/128/5/e1259/30947/,10.1542/peds.2011-1317,Kemper AR et al. Pediatrics 2011;128:e1259-e1267. Original US CCHD pulse-ox screening algorithm.
ase-2010-pediatric-quantification,US,2010,ASE,診断・画像,小児心エコー定量法の推奨（ASE 2010）,Recommendations for Quantification Methods During the Performance of a Pediatric Echocardiogram: ASE Pediatric and Congenital Heart Disease Council,en,https://asecho.org/wp-content/uploads/2014/05/2010_Quantification-Methods-Pediatric-Echo1.pdf,https://onlinejase.com/article/S0894-7317(10)00266-X/fulltext,10.1016/j.echo.2010.03.019,Lopez L et al. JASE 2010;23:465-495. Superseded in part by 2024 guideline.
aha-aap-2009-pulse-oximetry-newborn,US,2009,AHA/AAP,診断・画像,新生児先天性心疾患診察におけるパルスオキシメトリの役割（AHA/AAP科学声明）,Role of Pulse Oximetry in Examining Newborns for Congenital Heart Disease: A Scientific Statement From the AHA and AAP,en,https://www.ahajournals.org/doi/pdf/10.1161/CIRCULATIONAHA.109.192576,https://www.ahajournals.org/doi/10.1161/CIRCULATIONAHA.109.192576,10.1161/CIRCULATIONAHA.109.192576,Mahle WT et al. Circulation 2009;120:447-458; co-published Pediatrics 2009;124:823-836.
aha-2024-neurodevelopmental-outcomes-update,US,2024,AHA,遺伝・発達,先天性心疾患者の神経発達転帰：神経保護・リスク層別化・評価・管理の更新（AHA科学声明）,"Neurodevelopmental Outcomes for Individuals With Congenital Heart Disease: Updates in Neuroprotection, Risk-Stratification, Evaluation, and Management: A Scientific Statement From the AHA",en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000001211,https://www.ahajournals.org/doi/10.1161/CIR.0000000000001211,10.1161/CIR.0000000000001211,"Sood E et al. Circulation 2024;149:e997-e1022 (published Mar 26, 2024)."
aha-2022-psychological-outcomes-chd,US,2022,AHA,遺伝・発達,先天性心疾患者の心理的転帰と介入（AHA科学声明）,Psychological Outcomes and Interventions for Individuals With Congenital Heart Disease: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/HCQ.0000000000000110,https://www.ahajournals.org/doi/10.1161/HCQ.0000000000000110,10.1161/HCQ.0000000000000110,Kovacs AH et al. Circ Cardiovasc Qual Outcomes 2022;15:e000110.
aha-2018-genetic-basis-chd,US,2018,AHA (endorsed by AAP),遺伝・発達,先天性心疾患の遺伝的基盤：再考（AHA科学声明）,Genetic Basis for Congenital Heart Disease: Revisited: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0000000000000606,https://www.ahajournals.org/doi/10.1161/CIR.0000000000000606,10.1161/CIR.0000000000000606,Pierpont ME et al. Circulation 2018;138:e653-e711.
aha-2018-turner-syndrome,US,2018,AHA,遺伝・発達,ターナー症候群の心血管の健康（AHA科学声明）,Cardiovascular Health in Turner Syndrome: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/HCG.0000000000000048,https://www.ahajournals.org/doi/10.1161/HCG.0000000000000048,10.1161/HCG.0000000000000048,Silberbach M et al. Circ Genom Precis Med 2018;11:e000048.
aha-2012-neurodevelopmental-outcomes,US,2012,AHA (endorsed by AAP),遺伝・発達,先天性心疾患小児の神経発達転帰：評価と管理（AHA科学声明）,Neurodevelopmental Outcomes in Children With Congenital Heart Disease: Evaluation and Management: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIR.0b013e318265ee8a,https://www.ahajournals.org/doi/10.1161/CIR.0b013e318265ee8a,10.1161/CIR.0b013e318265ee8a,Marino BS et al. Circulation 2012;126:1143-1172.
aha-2007-noninherited-risk-factors,US,2007,AHA (endorsed by AAP),遺伝・発達,非遺伝性リスク因子と先天性心血管異常：現在の知見（AHA科学声明）,Noninherited Risk Factors and Congenital Cardiovascular Defects: Current Knowledge: A Scientific Statement From the AHA,en,https://www.ahajournals.org/doi/pdf/10.1161/CIRCULATIONAHA.106.183216,https://www.ahajournals.org/doi/10.1161/CIRCULATIONAHA.106.183216,10.1161/CIRCULATIONAHA.106.183216,Jenkins KJ et al. Circulation 2007;115:2995-3014; co-published Pediatrics 2007;120:445.
aepc-2024-childhood-cancer-survivors,EU,2024,AEPC WG Sports Cardiology / ACHD / Imaging / Heart Failure,その他,小児がんサバイバーの心疾患サーベイランスと予防に関するAEPC実践勧告(2024),AEPC practical recommendations for surveillance and prevention of cardiac disease in childhood cancer survivors: the importance of physical activity and lifestyle changes,en,https://pubmed.ncbi.nlm.nih.gov/38174736/,https://pubmed.ncbi.nlm.nih.gov/38174736/,,Eur J Prev Cardiol 2024. PMID 38174736; DOI not captured.
dgpk-praevention,EU,2023,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,その他,小児期の心血管疾患予防,S2k-Leitlinie: Prävention kardiovaskulärer Erkrankungen im Kindes- und Jugendalter,de,https://register.awmf.org/assets/guidelines/023-049l_S2k_Praevention-kardiovaskulaerer-Erkrankungen-im-Kindes-und-Jugendalter__2023-12.pdf,https://register.awmf.org/de/leitlinien/detail/023-049,,AWMF-Register 023-049. S2k-Leitlinie.
dgpk-thoraxschmerz,EU,2020,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,その他,小児期の胸痛,S2k-Leitlinie: Thoraxschmerzen im Kindes- und Jugendalter,de,https://register.awmf.org/assets/guidelines/023-003l_S2k_Thoraxschmerzen_im_Kindes-_und_Jugendalter_2020-08.pdf,https://register.awmf.org/de/leitlinien/detail/023-003,,AWMF-Register 023-003. S2k-Leitlinie.
aepc-2020-basic-training,EU,2020,AEPC,その他,小児・先天性心臓病専門医の基本研修に関するAEPC勧告2020,Association for European Paediatric and Congenital Cardiology recommendations for basic training in paediatric and congenital cardiology 2020,en,https://www.cambridge.org/core/journals/cardiology-in-the-young/article/association-for-european-paediatric-and-congenital-cardiology-recommendations-for-basic-training-in-paediatric-and-congenital-cardiology-2020/441B1221E5210C579E48DAD050F84B82,https://www.cambridge.org/core/journals/cardiology-in-the-young/article/association-for-european-paediatric-and-congenital-cardiology-recommendations-for-basic-training-in-paediatric-and-congenital-cardiology-2020/441B1221E5210C579E48DAD050F84B82,,Cardiol Young 2020 (open access on Cambridge Core). DOI not captured. AEPC recommendations index: https://www.aepc.org/recommendations-guidelines
aepc-2023-training-interventional-cath,EU,2023,AEPC Interventional Cardiology WG,カテーテル治療,先天性心疾患カテーテル治療研修に関するAEPC勧告(2023),AEPC recommendations for training in interventional catheterisation for CHD,en,https://www.cambridge.org/core/journals/cardiology-in-the-young/article/aepc-recommendations-for-training-in-interventional-catheterisation-for-chd/39F969FADA832C6034162FB48AEEED90,https://www.cambridge.org/core/journals/cardiology-in-the-young/article/aepc-recommendations-for-training-in-interventional-catheterisation-for-chd/39F969FADA832C6034162FB48AEEED90,,Cardiol Young 2023. DOI not captured.
dgpk-aortenklappenstenose,EU,2022,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,カテーテル治療,先天性大動脈弁狭窄,S2k-Leitlinie: Kongenitale Aortenklappenstenose,de,https://register.awmf.org/assets/guidelines/023-047l_S2k_Kongenitale-Aortenklappenstenose_2022-01.pdf,https://register.awmf.org/de/leitlinien/detail/023-047,,AWMF-Register 023-047. S2k-Leitlinie.
dgpk-asd,EU,2020,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,カテーテル治療,心房中隔欠損,S2k-Leitlinie: Vorhofseptumdefekt im Kindes- und Jugendalter,de,https://register.awmf.org/assets/guidelines/023-011l_S2k_Vorhofseptumdefekt_Kinder_Jugendliche_2020-11.pdf,https://register.awmf.org/de/leitlinien/detail/023-011,,AWMF-Register 023-011. S2k-Leitlinie.
dgpk-pda,EU,2019,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,カテーテル治療,動脈管開存,S2k-Leitlinie: Persistierender Ductus arteriosus im Kindes- und Jugendalter,de,https://register.awmf.org/de/leitlinien/detail/023-014,https://register.awmf.org/de/leitlinien/detail/023-014,,AWMF-Register 023-014. S2k-Leitlinie. Direct PDF filename not captured; download from AWMF landing page. Year approximate; revision registered.
dgpk-valvulaere-pulmonalstenose,EU,2018,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,カテーテル治療,弁性肺動脈狭窄,"S2k-Leitlinie: Valvuläre Pulmonalstenose im Kindes-, Jugend- und jungen Erwachsenenalter",de,https://register.awmf.org/assets/guidelines/023-007l_S2k_Valvulaere_Pulmonalstenose_2018-09.pdf,https://register.awmf.org/de/leitlinien/detail/023-007,,AWMF-Register 023-007. S2k-Leitlinie.
dgpk-periphere-ps,EU,2018,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,カテーテル治療,末梢性肺動脈狭窄,S2k-Leitlinie: Periphere Pulmonalarterienstenosen im Kindes- und Jugendalter,de,https://register.awmf.org/assets/guidelines/023-035l_S2k_Periphere_Pulmonalarterienstenosen_2018-09.pdf,https://register.awmf.org/de/leitlinien/detail/023-035,,AWMF-Register 023-035. S2k-Leitlinie.
esc-2022-va-scd,EU,2022,ESC (European Society of Cardiology),不整脈,ESC心室性不整脈・心臓突然死予防ガイドライン2022,2022 ESC Guidelines for the management of patients with ventricular arrhythmias and the prevention of sudden cardiac death,en,https://doi.org/10.1093/eurheartj/ehac262,https://academic.oup.com/eurheartj/article/43/40/3997/6675633,10.1093/eurheartj/ehac262,Zeppenfeld K et al. Eur Heart J 2022;43:3997-4126. Endorsed by AEPC; contains paediatric and CHD sections.
esc-2021-pacing,EU,2021,ESC (European Society of Cardiology),不整脈,ESCペーシング・CRTガイドライン2021,2021 ESC Guidelines on cardiac pacing and cardiac resynchronization therapy,en,https://doi.org/10.1093/eurheartj/ehab364,https://doi.org/10.1093/eurheartj/ehab364,10.1093/eurheartj/ehab364,Glikson M et al. Eur Heart J 2021;42:3427-3520. Contains section on pacing in paediatric patients and CHD. Recorded from prior knowledge (search budget exhausted); DOI reliable.
dgpk-synkope,EU,2020,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,不整脈,小児期の失神,S2k-Leitlinie: Synkope im Kindes- und Jugendalter,de,https://register.awmf.org/assets/guidelines/023-004l_S2k_Synkope_im_Kindes-_und_Jugendalter_2020-07.pdf,https://register.awmf.org/de/leitlinien/detail/023-004,,AWMF-Register 023-004. S2k-Leitlinie. Marked as >5 years old / under revision (2025).
aepc-training-electrophysiology,EU,2020,AEPC Arrhythmia WG,不整脈,小児EP診断・介入研修に関するAEPC勧告,Recommendations from the Association for European Paediatric and Congenital Cardiology for training in diagnostic and interventional electrophysiology,en,https://www.cambridge.org/core/journals/cardiology-in-the-young/article/abs/recommendations-from-the-association-for-european-paediatric-and-congenital-cardiology-for-training-in-diagnostic-and-interventional-electrophysiology/BEE8682663345178DA3E9F14C61C7117,https://www.cambridge.org/core/journals/cardiology-in-the-young/article/abs/recommendations-from-the-association-for-european-paediatric-and-congenital-cardiology-for-training-in-diagnostic-and-interventional-electrophysiology/BEE8682663345178DA3E9F14C61C7117,,Cardiol Young. Year approximate; DOI not captured.
dgpk-tachykardie,EU,2019,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,不整脈,小児・若年成人の頻脈性不整脈,"S2k-Leitlinie: Tachykarde Herzrhythmusstörungen im Kindes-, Jugend- und jungen Erwachsenenalter (EMAH-Patienten)",de,https://register.awmf.org/assets/guidelines/023-022l_S2k_Tachykarde_Herzrhythmusstoerungen-Kinder-Jugendliche-junge-Erwachsene_2019-04.pdf,https://register.awmf.org/de/leitlinien/detail/023-022,,AWMF-Register 023-022. S2k-Leitlinie.
dgpk-bradykardie,EU,2019,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,不整脈,小児・若年成人の徐脈性不整脈,"S2k-Leitlinie: Bradykarde Herzrhythmusstörungen im Kindes-, Jugend- und jungen Erwachsenenalter (EMAH)",de,https://register.awmf.org/assets/guidelines/023-023l_S2k_Bradykarde-Herzrhythmusstoerungen-Kinder-Jugendliche_junge_Erwachsenen-EMAH_2019-10.pdf,https://register.awmf.org/de/leitlinien/detail/023-023,,AWMF-Register 023-023. S2k-Leitlinie.
esc-2018-syncope,EU,2018,ESC (European Society of Cardiology),不整脈,ESC失神ガイドライン2018,2018 ESC Guidelines for the diagnosis and management of syncope,en,https://doi.org/10.1093/eurheartj/ehy037,https://doi.org/10.1093/eurheartj/ehy037,10.1093/eurheartj/ehy037,Brignole M et al. Eur Heart J 2018;39:1883-1948. Includes paediatric syncope section. Recorded from prior knowledge; DOI reliable.
ehra-aepc-esc-2018-arrhythmias-chd,EU,2018,EHRA / AEPC / ESC WG GUCH,不整脈,先天性心疾患における不整脈(EHRA/AEPC/ESC 2018),"Arrhythmias in congenital heart disease: a position paper of the EHRA, AEPC, and the ESC WG on Grown-up Congenital Heart Disease, endorsed by HRS, PACES, APHRS, and SOLAECE",en,https://www.hrsonline.org/wp-content/uploads/2025/02/EHRA-Arrhythmias-in-Congenital-Heart-Disease.pdf,https://academic.oup.com/europace/article/20/11/1719/4944677,10.1093/europace/eux380,Hernandez-Madrid A et al. Europace 2018;20:1719-1753. URL is HRS-hosted PDF.
ehra-aepc-2013-paediatric-arrhythmia-therapy,EU,2013,EHRA / AEPC Arrhythmia WG,不整脈,小児不整脈の薬物・非薬物治療(EHRA/AEPC 2013),Pharmacological and non-pharmacological therapy for arrhythmias in the pediatric population: EHRA and AEPC-Arrhythmia Working Group joint consensus statement,en,https://doi.org/10.1093/europace/eut082,https://academic.oup.com/europace/article/15/9/1337/486169,10.1093/europace/eut082,Brugada J et al. Europace 2013;15:1337-1382.
dgpk-pa-vsd,EU,2024,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,外科治療,心室中隔欠損を伴う肺動脈閉鎖,S2k-Leitlinie: Pulmonalatresie mit Ventrikelseptumdefekt,de,https://register.awmf.org/assets/guidelines/023-018l_S2k_Pulmonalatresie-mit-Ventrikelseptumdefekt_2024-01.pdf,https://register.awmf.org/de/leitlinien/detail/023-018,,AWMF-Register 023-018. S2k-Leitlinie.
dgpk-aortenklappeninsuffizienz,EU,2024,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,外科治療,小児の大動脈弁閉鎖不全と弁置換,S2k-Leitlinie: Aortenklappeninsuffizienz und Aortenklappenersatz im Kindes- und Jugendalter,de,https://register.awmf.org/assets/guidelines/023-034l_S2k_Aortenklappeninsuffizienz-Aortenklappenersatz-Kinder-Jugendliche_2024-05.pdf,https://register.awmf.org/de/leitlinien/detail/023-034,,AWMF-Register 023-034. S2k-Leitlinie.
esc-2024-aortic,EU,2024,ESC (European Society of Cardiology),外科治療,ESC末梢動脈・大動脈疾患ガイドライン2024,2024 ESC Guidelines for the management of peripheral arterial and aortic diseases,en,https://doi.org/10.1093/eurheartj/ehae179,https://academic.oup.com/eurheartj/article/45/36/3538/7738955,10.1093/eurheartj/ehae179,"Mazzolai L et al. Eur Heart J 2024;45:3538-3700. Covers coarctation, bicuspid aortopathy, heritable aortopathies."
dgpk-hlhs,EU,2023,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,外科治療,左心低形成症候群,S2k-Leitlinie: Hypoplastisches Linksherzsyndrom / Hypoplastischer Linksherzkomplex im Kindes- und Jugendalter,de,https://register.awmf.org/assets/guidelines/023-030l_S2k_Hypoplastisches-Linksherzsyndrom-Hypoplastischer-Linksherzkomplex-Kinder-Jugendliche_2023-01.pdf,https://register.awmf.org/de/leitlinien/detail/023-030,,AWMF-Register 023-030. S2k-Leitlinie. Also at https://www.dgpk.org/wp-content/uploads/LL-HLHS_19.1_final_2022_11_23.pdf
dgpk-fallot,EU,2022,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,外科治療,ファロー四徴症,S2k-Leitlinie: Fallot'sche Tetralogie,de,https://register.awmf.org/assets/guidelines/023-015l_S2k_Fallotsche-Tetralogie_2022-01.pdf,https://register.awmf.org/de/leitlinien/detail/023-015,,AWMF-Register 023-015. S2k-Leitlinie.
dgpk-dorv,EU,2022,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,外科治療,両大血管右室起始,S2k-Leitlinie: Double Outlet Right Ventricle (DORV),de,https://register.awmf.org/assets/guidelines/023-017l_S2k_Double-Outlet-Right-Ventricle-DORV_2022-01.pdf,https://register.awmf.org/de/leitlinien/detail/023-017,,AWMF-Register 023-017. S2k-Leitlinie.
dgpk-trikuspidalatresie,EU,2022,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,外科治療,三尖弁閉鎖,S2k-Leitlinie: Trikuspidalatresie im Kindes- und Jugendalter,de,https://register.awmf.org/assets/guidelines/023-020l_S2k_Trikuspidalatresie-Kinder-Jugendliche_2022-12.pdf,https://register.awmf.org/de/leitlinien/detail/023-020,,AWMF-Register 023-020. S2k-Leitlinie.
dgpk-ebstein,EU,2021,DGPK (Deutsche Gesellschaft für Pädiatrische Kardiologie und Angeborene Herzfehler) / AWMF,外科治療,エプスタイン奇形,S2k-Leitlinie: Ebstein-Anomalie der Trikuspidalklappe,de,https://register.awmf.org/assets/guidelines/023-041l_S2k_Ebstein-Anomalie-der-Trikuspidalklappe_2022-01-abgelaufen.pdf,https://register.awmf.org/de/leitlinien/detail/023-041,,AWMF-Register 023-041. S2k-Leitlinie. Version 2.0 (2021). Filename captured carries '-abgelaufen' suffix; a current file without suffix may exist.
